33,,7011466,,7,704091,139901,157,"1","2",,"1971",974,396,,,,1
34,,7011466,,7,704091,139901,159,"1","2",,"1971",639,396,,,,1
35,,7011466,,7,704091,139901,161,"1","2",,"1971",317,396,,,,1
36,1,7011466,,7,704091,139901,163,"2","4",,"1972",429,399,,,,1
36,2,7011466,,7,704091,139901,167,"2","4",,"1972",862,399,,,,1
37,,7011466,,7,704091,139901,171,"2","4",,"1972",4476,399,,,,1
38,,7011466,,7,704091,139901,173,"2","4",,"1972",352,399,,,,1
39,,7011466,,3,704091,45646,175,"2",,"33","2004",904,924,,,,1
40,1,7011466,,4,704091,45646,190,"2",,"61","2005",1375,924,,,,1
40,2,7011466,,4,704091,45646,192,"2",,"61","2005",44,924,,,,1
41,,7011466,,4,704091,45646,194,"2","4",,"1971",4613,924,,,,1
42,,7011466,,4,704091,45646,196,"2",,"33","2004",393,924,,,,1
43,,7011466,,5,704091,45646,199,"2","4",,"1971",269,924,,,,1
44,,7011466,,4,704091,45646,201,"2","4",,"1971",9085,924,,,,1
45,,7011466,,7,704091,139901,203,"2",,"61","2005",539,399,,,,1
47,,7011466,,7,704091,139901,207,"2",,"61","2005",1532,399,,,,1
48,1,7011466,,7,704091,139901,209,"2",,"61","2005",5309,399,,,,1
48,2,7011466,,4,704091,139901,211,"2",,"18","1984",1817,400,,,,1
48,3,7011466,,7,704091,139901,213,"2",,"61","2005",1446,399,,,,1
49,,7011466,,7,704091,45267,215,"7","24",,"1971",1685,839,,,,1
50,,7011466,,7,704091,45267,228,"7","24",,"1971",949,839,,,,1
51,1,7011466,,7,704091,45267,230,"7",,"23","2005",10226,839,,,,1
51,2,7011466,,7,704091,45267,232,"7",,"23","2005",68,1909,,,,1
52,1,7011466,,7,704091,45267,234,"7",,"8","1999",731,839,,,,1
52,2,7011466,,7,704091,45267,236,"7",,"8","1999",69,839,,,,1
53,1,7011466,,7,704091,45267,238,"7",,"61","2005",4917,655,,,,1
53,2,7011466,,7,704091,45267,240,"7",,"23","1992",105,252,,,,1
53,3,7011466,,7,704091,45267,242,"7",,"8","1999",836,655,,,,1
53,4,7011466,,7,704091,45267,244,"7",,"61","2005",92,655,,,,1
54,1,7011466,,4,704091,45267,246,"7",,"61","2005",445,33,,,,1
54,2,7011466,,7,704091,45267,248,"7",,"8","1999",988,252,,,,1
54,3,7011466,,7,704091,45267,250,"7",,"8","1999",110,33,,,,1
54,4,7011466,,7,704091,45267,252,"7",,"8","1999",36,252,,,,1
54,5,7011466,,4,704091,45267,254,"7",,"61","2005",122,33,,,,1
55,1,7011466,,4,704091,139901,256,"7",,"61","2005",1580,33,,,,1
55,2,7011466,,7,704091,45267,258,"7",,"23","1992",335,252,,,,1
55,3,7011466,,7,704091,45267,260,"7",,"23","1992",267,252,,,,1
55,4,7011466,,7,704091,45267,262,"7",,"61","2005",5637,252,,,,1
55,5,7011466,,4,704091,45267,264,"7",,"23","1992",45,252,,,,1
55,6,7011466,,7,704091,45267,266,"7",,"23","1992",125,252,,,,1
55,7,7011466,,4,704091,139901,268,"7",,"23","1992",10,33,,,,1
55,8,7011466,,4,704091,45267,270,"7",,"6","1999",1171,252,,,,1
55,9,7011466,,4,704091,139901,272,"7",,"61","2005",927,33,,,,1
56,1,7011466,,3,704091,45646,274,"2","4",,"1971",1165,921,,,,1
56,2,7011466,,4,704091,45646,289,"2",,"61","2005",331,921,,,,1
57,1,7011466,,4,704091,139901,291,"7",,"61","2005",4208,1579,,,,1
57,2,7011466,,4,704091,45267,293,"7",,"5","1979",17,252,,,,1
57,3,7011466,,4,704091,139901,295,"2",,"61","2005",2138,1580,,,,1
57,4,7011466,,7,704091,45646,297,"2",,"61","2005",2862,33,,,,1
57,5,7011466,,7,704091,45646,299,"2",,"61","2005",758,1470,,,,1
57,6,7011466,,7,704091,45646,301,"2",,"61","2005",292,1430,,,,1
57,7,7011466,,4,704091,45267,303,"7",,"61","2005",1426,252,,,,1
57,8,7011466,,7,704091,45267,305,"7",,"23","1992",230,252,,,,1
57,9,7011466,,7,704091,45267,307,"7",,"23","1992",31,252,,,,1
57,10,7011466,,4,704091,45267,309,"7",,"61","2005",5754,252,,,,1
57,11,7011466,,4,704091,45267,311,"7",,"61","2005",577,252,,,,1
57,12,7011466,,4,704091,139901,313,"7",,"6","1999",2278,1579,,,,1
57,13,7011466,,4,704091,139901,315,"7",,"61","2005",2052,1579,,,,1
57,14,7011466,,4,704091,139901,317,"7",,"61","2005",337,1579,,,,1
57,15,7011466,,4,704091,139901,319,"7",,"61","2005",5,1579,,,,1
57,16,7011466,,7,704091,45646,321,"2",,"61","2005",619,1430,,,,1
57,17,7011466,,7,704091,45646,326,"2",,"61","2005",89,1430,,,,1
57,18,7011466,,7,704091,45646,330,"2",,"61","2005",93,1470,,,,1
57,19,7011466,,7,704091,45646,332,"2",,"61","2005",118,1470,,,,1
57,20,7011466,,7,704091,45646,334,"2",,"61","2005",315,33,,,,1
57,21,7011466,,4,704091,139901,336,"2",,"61","2005",330,1580,,,,1
57,22,7011466,,4,704091,45267,338,"7",,"61","2005",238,252,,,,1
57,23,7011466,,4,704091,45267,340,"7",,"61","2005",862,252,,,,1
57,24,7011466,,4,704091,139901,342,"7",,"61","2005",3,1579,,,,1
58,1,7011466,,4,704091,45646,344,"1",,"61","2005",1471,921,,,,1
58,2,7011466,,4,704091,45646,346,"1",,"61","2005",1422,921,,,,1
58,3,7011466,,4,704091,45646,348,"1",,"61","2005",2,921,,,,1
59,1,7011466,,7,704091,139901,350,"7",,"61","2005",2385,628,,,,1
59,2,7011466,,7,704091,139901,352,"7",,"61","2005",387,628,,,,1
60,1,7011466,,7,704091,45646,354,"7",,"61","2005",3396,1797,,,,1
60,2,7011466,,7,704091,45646,362,"7",,"61","2005",275,1797,,,,1
61,1,7011466,,7,704091,45267,368,"7",,"61","2005",280,252,,,,1
61,2,7011466,,4,704091,45267,370,"7",,"61","2005",5255,252,,,,1
61,3,7011466,,4,704091,45267,372,"7",,"61","2005",1127,252,,,,1
61,4,7011466,,4,704091,139901,374,"7",,"61","2005",528,1796,,,,1
61,5,7011466,,4,704091,139901,376,"7",,"61","2005",32,1796,,,,1
61,6,7011466,,7,704091,45267,378,"7",,"61","2005",636,252,,,,1
62,1,7011466,,4,704091,139901,380,"7",,"5","1989",20,33,,,,1
62,2,7011466,,4,704091,45267,382,"7",,"61","2005",380,252,,,,1
63,,7011466,,7,704091,45646,384,"7",,"67","2004",1810,917,,,,1
64,1,7011466,,7,704091,45267,400,"7",,"8","1980",378,917,,,,1
64,2,7011466,,7,704091,139901,402,"7",,"28","1980",851,320,,,,1
64,3,7011466,,4,704091,139901,404,"7",,"61","2005",406,33,,,,1
64,4,7011466,,4,704091,45267,406,"7",,"61","2005",468,252,,,,1
64,5,7011466,,4,704091,139901,408,"7",,"61","2005",129,33,,,,1
65,1,7011466,,9,704091,45267,410,"7",,"61","2005",40,922,,,,1
65,3,7011466,,9,704091,45267,413,"7",,"61","2005",56,922,,,,1
66,1,7011466,,4,704091,139901,416,"7",,"5","1989",154,33,,,,1
67,1,7011466,,4,704091,139901,418,"7",,"61","2005",289,33,,,,1
67,2,7011466,,7,704091,45267,420,"7",,"61","2005",3857,320,,,,1
67,3,7011466,,7,704091,45646,427,"7",,"8","1980",1737,33,,,,1
67,5,7011466,,4,704091,45267,429,"7",,"61","2005",59,33,,,,1
67,6,7011466,,4,704091,139901,431,"7",,"61","2005",2,33,,,,1
67,7,7011466,,7,704091,139901,433,"7",,"61","2005",46,320,,,,1
68,,7011466,,7,704091,45646,435,"7",,"67","2003",1192,923,,,,1
69,1,7011466,,7,704091,45646,450,"7",,"67","2003",5580,923,,,,1
69,2,7011466,,7,704091,45646,455,"7","25",,"1971",7886,925,,,,1
69,3,7011466,,7,704091,45646,457,"7","25",,"1971",1409,925,,,,1
70,,7011466,,7,704091,135470,459,"7","25",,"1971",694,954,,,,1
71,,7011466,,7,704091,139901,461,"7",,"116","2004",30399,925,,,,1
72,,7011466,,7,704091,139901,477,"7","25",,"1971",629,925,,,,1
73,,7011466,,7,704091,139901,481,"7","25",,"1933",2904,925,,,,1
74,,7011466,,7,704091,139901,486,"7","25",,"1933",2384,925,,,,1
75,,7011458,,7,704091,139901,488,"7","25",,"1971",2604,1362,,,,1
76,,7011458,,6,704091,139901,490,"6","11",,"1971",1148,818,,,,1
77,1,7011458,,7,704091,139901,493,"6",,"1","1978",3002,33,,,,1
77,2,7011458,,7,704091,139901,495,"6",,"1","1978",274,1362,,,,1
78,,7011458,,7,704091,139901,497,"6","11",,"1971",942,1377,,,,1
79,,7011458,,6,704091,45631,499,"6","12",,"1971",67,1376,,,,1
80,,7011458,,7,704091,45631,502,"6",,"3","2004",543,951,,,,1
81,1,7011458,,7,704091,45631,508,"6",,"16","1995",944,1798,,,,1
81,2,7011458,,7,704091,45631,518,"6",,"16","1995",299,952,,,,1
82,,7011458,,7,704091,45631,522,"6","12",,"1971",2912,926,,,,1
83,,7011458,,7,704091,45631,526,"3",,"6","1979",5377,33,,,,1
89,,7011458,,7,704091,45631,542,"3","5",,"1971",625,1376,,,,1
90,1,7011458,,7,704091,45631,545,"3",,"59","2006",3283,956,,,,1
90,2,7011458,,7,704091,45631,552,"3",,"10","1988",157,33,,,,1
90,3,7011458,,7,704091,45631,554,"3",,"8","1993",1480,1810,,,,1
90,4,7011458,,7,704091,45631,560,"3",,"59","2006",753,1031,,,,1
91,,7011458,,7,704091,45631,564,"3","5",,"1971",222,1340,,,,1
92,,7011482,,7,704091,45631,566,"3",,"37","2006",2063,1914,,,,1
93,1,7011482,,7,704091,45631,579,"3",,"44","2007",258,964,,,,1
93,2,7011482,,7,704091,45631,583,"3",,"44","2007",496,964,,,,1
93,3,7011482,,7,704091,45631,589,"3",,"10","1988",2,33,,,,1
94,1,7011482,,7,704091,45631,591,"3",,"12","2002",571,1799,,,,1
94,2,7011482,,7,704091,45631,600,"3",,"10","1988",23,33,,,,1
95,1,7011482,,7,704091,45631,602,"3",,"20","1995",578,963,,,,1
95,2,7011482,,7,704091,45631,604,"3",,"10","1988",117,33,,,,1
95,3,7011482,,7,704091,45631,606,"3",,"20","1995",382,33,,,,1
95,4,7011482,,7,704091,45631,612,"3",,"20","1995",137,963,,,,1
96,1,7011482,,7,704091,45631,614,"3",,"165","2004",1153,962,,,,1
96,2,7011482,,7,704091,45631,618,"3",,"10","1988",99,33,,,,1
98,1,7011482,,7,704091,45631,620,"3",,"10","1988",618,33,,,,1
98,2,7011482,,7,704091,45631,622,"3",,"10","1988",6,33,,,,1
99,,7011482,,7,704091,45631,624,"3","6",,"1971",582,959,,,,1
100,,7011482,,7,704091,45631,630,"3","6",,"1971",611,961,,,,1
101,1,7011482,,7,704091,45631,638,"3",,"24","1995",661,958,,,,1
101,2,7011482,,7,704091,45631,647,"3",,"24","1995",639,958,,,,1
102,,7011482,,7,704091,45631,652,"3","6",,"1971",930,1341,,,,1
103,1,7011482,,7,704091,45631,654,"3",,"25","1990",84,33,,,,1
103,2,7011482,,7,704091,45631,656,"3",,"25","1990",87,33,,,,1
103,3,7011482,,7,704091,45631,658,"3",,"3","1994",630,1599,,,,1
103,4,7011482,,7,704091,45631,662,"3",,"25","1990",58,1601,,,,1
103,5,7011482,,7,704091,45631,664,"3",,"22","2005",335,1738,,,,1
103,6,7011482,,7,704091,45631,668,"3",,"25","1990",72,33,,,,1
103,7,7011482,,7,704091,45631,670,"3",,"25","1990",72,33,,,,1
103,8,7011482,,7,704091,139901,672,"3",,"25","1990",309,1600,,,,1
103,9,7011482,,7,704091,45631,674,"3",,"25","1990",64,33,,,,1
104,2,7011482,,7,704091,45631,676,"3",,"25","1990",88,33,,,,1
104,3,7011482,,7,704091,45631,678,"3",,"25","1990",86,33,,,,1
104,4,7011482,,7,704091,45631,680,"3",,"25","1990",71,33,,,,1
104,5,7011482,,7,704091,45631,682,"3",,"25","1990",260,1601,,,,1
104,6,7011482,,7,704091,45631,684,"3",,"25","1990",162,1713,,,,1
104,7,7011482,,7,704091,45631,686,"3",,"25","1990",49,33,,,,1
105,,7011482,,7,704091,45631,688,"6","12",,"1971",494,957,,,,1
106,,7011482,,7,704091,45631,692,"6","12",,"1971",553,955,,,,1
107,1,7011482,,7,704091,45631,698,"6","12",,"1971",559,965,,,,1
107,2,7011482,,7,704091,45631,700,"6",,"24","1981",553,965,,,,1
108,,7011482,,7,704091,45631,704,"6","12",,"1971",506,953,,,,1
109,,7011482,,7,704091,45631,710,"6","12",,"1971",759,953,,,,1
110,,7011482,,7,704091,45631,712,"6",,"5","2005",790,966,,,,1
111,,7011482,,7,704091,45631,717,"6","14",,"1971",234,950,,,,1
112,,7011482,,7,704091,45631,721,"6","14",,"1971",659,950,,,,1
113,,7011482,,7,704091,45631,726,"6","14",,"1971",765,950,,,,1
114,,7011482,,7,704091,45631,733,"6","14",,"1971",901,946,,,,1
115,,7011482,,7,704091,45631,740,"6","15",,"1971",317,944,,,,1
116,,7011482,,7,704091,45631,744,"6","15",,"1971",514,944,,,,1
117,,7011482,,7,704091,45631,746,"6","15",,"1971",730,942,,,,1
118,,7011482,,7,704091,45631,751,"6","15",,"1971",519,940,,,,1
119,,7011482,,7,704091,45631,755,"6","15",,"1971",951,940,,,,1
120,,7011482,,7,704091,45631,757,"6","15",,"1971",1038,1923,,,,1
121,1,7011482,,7,704091,45631,770,"6","15",,"1971",1877,935,,,,1
121,2,7011482,,7,704091,45631,784,"6","15",,"1971",467,937,,,,1
121,3,7011482,,7,704091,45631,786,"6","15",,"1971",3,937,,,,1
121,4,7011482,,7,704091,45631,794,"6","15",,"1971",220,935,,,,1
121,5,7011482,,7,704091,45631,798,"6","15",,"1971",35,33,,,,1
122,,7011482,,7,704091,45631,800,"6","18",,"1971",155,933,,,,1
123,,7011482,,7,704091,45631,804,"6",,"2","2004",3874,931,,,,1
124,,7011482,,7,704091,45631,822,"6","18",,"1971",541,929,,,,1
125,,7011482,,7,704091,45631,826,"6","18",,"1971",449,929,,,,1
126,,7011482,,7,704091,45631,832,"6",,"42","2002",5183,926,,,,1
127,1,7011482,,7,704091,125744,846,"6","16",,"1971",295,1590,,,,1
127,2,7011482,,7,704091,48998,852,"6","16",,"1971",234,1204,,,,1
128,,7011482,,7,704091,48998,856,"6",,"86","2004",1661,1823,,,,1
129,,7011482,,7,704091,48998,867,"6","16",,"1971",716,1822,,,,1
130,,7011482,,7,704091,125744,876,"6","21",,"1971",1312,1824,,,,1
131,,7011482,,7,704091,125744,878,"6","21",,"1971",494,1203,,,,1
132,,7011482,,7,704091,125744,882,"6",,"13","1987",362,33,,,,1
133,1,7011482,,6,704091,125744,884,"6",,"13","1987",374,33,,,,1
133,2,7011482,,6,704091,125744,886,"6",,"13","1987",405,33,,,,1
133,3,7011482,,6,704091,125744,888,"6",,"13","1987",165,33,,,,1
133,4,7011482,,7,704091,139901,890,"6",,"13","1987",109,33,,,,1
133,5,7011482,,7,704091,125744,892,"6",,"13","1987",95,33,,,,1
133,6,7011385,,7,704091,139901,894,"6",,"3","1998",85,1576,,,,1
133,7,7011482,,7,704091,125744,896,"6",,"13","1987",64,33,,,,1
133,8,7011385,,7,704091,48998,898,"6",,"3","1998",55,1804,,,,1
133,10,7011385,,7,704091,125744,900,"6",,"3","1998",13,33,,,,1
134,1,7011482,,7,704091,125744,902,"6",,"13","1987",134,33,,,,1
134,2,7011482,,6,704091,48998,904,"6",,"13","1987",293,33,,,,1
135,1,7011482,,7,704091,125744,906,"6",,"13","1987",191,1376,,,,1
135,2,7011482,,6,704091,48998,909,"6",,"13","1987",54,1376,,,,1
136,,7011482,,7,704091,48998,912,"6",,"13","1987",635,1201,,,,1
137,,7011482,,7,704091,125744,919,"6",,"13","1987",600,1363,,,,1
138,,7011482,,6,704091,125744,921,"6",,"13","1987",322,1364,,,,1
139,,7011482,,7,704091,48998,923,"6","21",,"1971",480,1200,,,,1
140,,7011482,,7,704091,48998,925,"6","21",,"1971",395,1200,,,,1
141,1,7011482,,7,704091,125744,927,"6",,"2","1992",623,1365,,,,1
141,2,7011482,,7,704091,125744,929,"6",,"2","1992",47,1366,,,,1
142,,7011482,,6,704091,48998,931,"6",,"13","1987",17,33,,,,1
143,1,7011482,,7,704091,125744,933,"6",,"2","1992",249,1366,,,,1
143,2,7011482,,7,704091,125744,936,"6",,"2","1992",60,1365,,,,1
144,,7011482,,7,704091,48998,939,"6","21",,"1971",544,1200,,,,1
145,,7011482,,7,704091,48998,943,"6","21",,"1971",976,1200,,,,1
146,,7011482,,7,704091,48998,950,"6","21",,"1971",575,1198,,,,1
147,,7011482,,7,704091,48998,955,"6",,"13","1987",789,1196,,,,1
148,1,7011482,,7,704091,125744,962,"6",,"2","1986",2034,1196,,,,1
148,2,7011482,,7,704091,125744,964,"6",,"2","1986",48,1196,,,,1
149,,7011385,,7,704091,48998,966,"6",,"2","1992",383,1196,,,,1
150,,7011482,,7,704091,125744,969,"6","21",,"1971",1667,1196,,,,1
151,,7011482,,7,704091,48998,971,"6",,"13","1987",458,1634,,,,1
152,,7011482,,7,704091,48998,973,"6",,"13","1987",688,1634,,,,1
154,,7011482,,7,704091,125744,975,"6",,"2","1992",639,1196,,,,1
155,,7011482,,7,704091,125744,977,"6",,"8","1989",685,1613,,,,1
156,,7011482,,7,704091,125744,984,"6",,"8","1989",362,1571,,,,1
157,,7011482,,7,704091,125744,987,"6","21",,"1971",478,1571,,,,1
158,1,7011482,,7,704091,48998,991,"6",,"73","2007",497,1571,,,,1
158,2,7011482,,7,704091,48998,995,"6","20","20","1992",280,1571,,,,1
159,,7011482,,7,704091,125744,999,"6","2",,"1956",509,1190,,,,1
160,,7011482,,7,704091,125744,1007,"6","21",,"1971",509,1190,,,,1
161,,7011482,,7,704091,125744,1009,"6","2",,"1956",107,1190,,,,1
162,,7011482,,7,704091,125744,1012,"6","2",,"1956",775,1190,,,,1
163,1,7011385,,7,704091,125744,1018,"6",,"93","2006",399,1376,,,,1
163,2,7011385,,7,704091,48998,1021,"6",,"93","2006",21,1376,,,,1
164,1,7011385,,7,704091,125744,1024,"6",,"93","2006",198,1377,,,,1
164,2,7011385,,7,704091,125744,1026,"6",,"93","2006",176,1377,,,,1
165,1,7011385,,7,704091,48998,1028,"6",,"93","2006",175,33,,,,1
165,2,7011385,,7,704091,48998,1030,"6",,"93","2006",272,33,,,,1
166,1,7011385,,7,704091,48998,1032,"11",,"93","2006",31717,43,,,,1
166,2,7011385,,7,704091,45534,1037,"11",,"82","2002",87,33,,,,1
166,3,7011385,,7,704091,125744,1039,"11",,"93","2006",386,1893,,,,1
166,4,7011385,,7,704091,125744,1041,"11",,"93","2006",2112,1893,,,,1
166,5,7011385,,7,704091,125744,1044,"11",,"93","2006",31,1893,,,,1
168,,7011385,,7,704091,48998,1046,"6","21",,"1933",721,1060,,,,1
169,1,7011385,,7,704091,125744,1049,"11",,"15","1995",605,973,,,,1
169,2,7011385,,7,704091,45652,1058,"11",,"15","1995",635,1872,,,,1
169,4,7011385,,7,704091,125744,1060,"11",,"15","1995",435,973,,,,1
169,5,7011385,,7,704091,125744,1062,"11",,"23","1991",55,973,,,,1
170,1,7011385,,7,704091,45824,1064,"11",,"15","1995",95,33,,,,1
171,1,7011385,,7,704091,45824,1066,"12",,"14","1999",1548,1740,,,,1
171,3,7011385,,7,704091,45652,1076,"12",,"23","1991",243,1645,,,,1
171,4,7011385,,7,704091,45652,1079,"12",,"23","1991",460,1673,,,,1
175,2,7011385,,7,704091,45652,1083,"12",,"7","1991",178,1645,,,,1
176,1,7011385,,7,704091,45824,1085,"11",,"3","1983",478,1445,,,,1
176,2,7011385,,7,704091,45652,1089,"11","54",,"1971",617,1242,,,,1
179,,7011385,,7,704091,48998,1095,"5","9",,"1933",710,1063,,,,1
180,1,7011385,,7,704091,45824,1098,"11","54",,"1971",577,972,,,,1
180,2,7011385,,6,704091,45824,1104,"11","54",,"1971",272,33,,,,1
182,1,7011385,,7,704091,45824,1108,"12",,"6","1983",374,1288,,,,1
182,2,7011385,,7,704091,45824,1111,"12",,"6","1983",378,1071,,,,1
182,3,7011385,,7,704091,45824,1114,"12",,"6","1983",375,1072,,,,1
182,4,7011385,,7,704091,45824,1117,"12",,"6","1983",381,1076,,,,1
182,5,7011385,,7,704091,45824,1120,"5",,"6","1983",381,1077,,,,1
182,6,7011385,,7,704091,45824,1123,"5",,"6","1983",375,1078,,,,1
182,7,7011385,,7,704091,45824,1126,"5",,"6","1983",384,1079,,,,1
183,,7011385,,7,704091,48998,1129,"5",,"4","1989",735,1080,,,,1
185,,7011385,,7,704091,48998,1133,"5",,"4","1989",720,1081,,,,1
186,,7011385,,7,704091,48998,1137,"5",,"4","1989",769,1082,,,,1
188,,7011385,,7,704091,45824,1141,"12","64",,"1971",765,33,,,,1
189,1,7011385,,7,704091,45534,1143,"12",,"82","2002",856,33,,,,1
189,2,7011385,,7,704091,45824,1145,"12",,"82","2002",14,33,,,,1
192,1,7011385,,7,704091,45824,1147,"5",,"93","2006",770,33,,,,1
192,2,7011385,,7,704091,45824,1149,"5",,"93","2006",6,33,,,,1
193,,7011385,,7,704091,125744,1151,"5","9",,"1971",1213,33,,,,1
195,1,7011385,,7,704091,45824,1153,"12",,"82","2002",190,33,,,,1
195,2,7011385,,7,704091,45824,1155,"12",,"82","2002",190,33,,,,1
196,1,7011385,,7,704091,45534,1157,"12",,"82","2002",686,33,,,,1
196,2,7011385,,7,704091,45534,1159,"12",,"82","2002",178,33,,,,1
196,3,7011385,,7,704091,45534,1161,"12",,"82","2002",1471,33,,,,1
196,4,7011385,,6,704091,45534,1163,"12",,"82","2002",1005,33,,,,1
198,,7011385,,7,704091,125744,1165,"12","64",,"1971",508,33,,,,1
199,,7011385,,7,704091,125744,1169,"12","66",,"1971",719,1925,,,,1
200,,7011385,,7,704091,125744,1174,"12","65",,"1971",633,1925,,,,1
201,,7011385,,7,704091,125744,1176,"12",,"65","1933",1626,1925,,,,1
202,,7011385,,7,704091,45534,1178,"12",,"82","2002",872,33,,,,1
203,1,7011385,,7,704091,45534,1180,"12",,"82","2002",151,33,,,,1
203,2,7011385,,6,704091,45534,1182,"12",,"82","2002",228,33,,,,1
204,1,7011385,,7,704091,125744,1184,"12",,"82","2002",518,1376,,,,1
204,2,7011385,,6,704091,125744,1187,"12",,"82","2002",75,1376,,,,1
204,3,7011385,,7,704091,125744,1190,"12",,"82","2002",279,1376,,,,1
205,,7011385,,7,704091,45534,1193,"12",,"82","2002",956,33,,,,1
206,,7011385,,7,704091,45534,1198,"12",,"82","2002",407,33,,,,1
209,,7011385,,7,704091,45534,1200,"12",,"15","2006",917,44,,,,1
210,,7011385,,6,704091,45534,1207,"12",,"82","2002",1034,33,,,,1
217,1,7011385,,7,704091,45652,1209,"11",,"14","1983",936,975,,,,1
217,2,7011385,,7,704091,45824,1216,"6",,"2","1994",603,1469,,,,1
218,,7011385,,7,704091,45652,1221,"11","54",,"1971",298,975,,,,1
219,2,7011385,,7,704091,45824,1223,"6","2",,"1994",570,1469,,,,1
219,3,7011385,,6,704091,125744,1229,"11",,"14","1983",12,33,,,,1
219,4,7011385,,7,704091,45824,1231,"11",,"3","1988",569,634,,,,1
220,,7011385,,7,704091,45824,1235,"6",,"6","1986",358,1083,,,,1
221,,7011385,,7,704091,45824,1238,"6",,"6","1986",393,1084,,,,1
222,1,7011385,,7,704091,48998,1241,"6",,"13","1988",697,1085,,,,1
222,2,7011385,,7,704091,48998,1244,"6",,"13","1988",802,1086,,,,1
223,,7011385,,7,704091,48998,1248,"6","21",,"1971",263,33,,,,1
224,,7011385,,7,704091,48998,1250,"6","21",,"1971",212,1359,,,,1
225,,7011385,,7,704091,45824,1252,"6",,"6","1986",362,1087,,,,1
226,1,7011385,,7,704091,45652,1255,"11",,"14","1983",498,978,,,,1
227,,7011385,,7,704091,45824,1261,"6",,"29","1984",576,1468,,,,1
228,,7011385,,7,704091,45824,1265,"6",,"6","1986",383,1090,,,,1
229,1,7011385,,7,704091,45652,1268,"6",,"16","1987",346,1517,,,,1
229,3,7011385,,7,704091,45652,1276,"6",,"16","1987",46,1517,,,,1
230,,7011385,,7,704091,45652,1278,"6",,,"1971",654,980,,,,1
