87,88,2,7/6/2007 0:00:00,,57
86,89,1,7/6/2007 0:00:00,4/8/2011 12:59:29,58
86,90,1,7/6/2007 0:00:00,4/8/2011 12:59:29,59
91,92,1,7/6/2007 0:00:00,5/17/2013 11:02:27,60
92,93,2,7/6/2007 0:00:00,,61
91,94,1,7/6/2007 0:00:00,5/17/2013 11:02:27,62
94,95,2,7/6/2007 0:00:00,,63
91,98,1,7/6/2007 0:00:00,5/17/2013 11:02:27,66
91,99,1,7/6/2007 0:00:00,5/17/2013 11:02:27,67
100,101,1,7/6/2007 0:00:00,5/17/2013 11:02:27,68
102,103,1,7/6/2007 0:00:00,4/7/2010 14:54:00,69
103,104,2,7/6/2007 0:00:00,,70
102,105,1,7/6/2007 0:00:00,4/7/2010 14:54:00,71
105,106,2,7/6/2007 0:00:00,,72
102,107,1,7/6/2007 0:00:00,4/7/2010 14:54:00,73
107,108,2,7/6/2007 0:00:00,,74
102,109,1,7/6/2007 0:00:00,4/7/2010 14:54:00,75
109,110,2,7/6/2007 0:00:00,,76
102,111,1,7/6/2007 0:00:00,4/7/2010 14:54:00,77
102,112,1,7/6/2007 0:00:00,4/7/2010 14:54:00,78
113,114,1,7/6/2007 0:00:00,,79
115,116,1,7/6/2007 0:00:00,5/17/2013 11:02:27,80
117,118,1,7/6/2007 0:00:00,,81
119,120,1,7/6/2007 0:00:00,2/27/2009 12:52:04,82
120,121,2,7/6/2007 0:00:00,2/27/2009 12:52:04,83
119,122,1,7/6/2007 0:00:00,4/11/2014 7:41:05,84
122,123,2,7/6/2007 0:00:00,7/14/2009 12:57:57,85
119,124,1,7/6/2007 0:00:00,4/11/2014 7:41:05,86
124,125,2,7/6/2007 0:00:00,,87
119,126,1,7/6/2007 0:00:00,4/11/2014 7:41:05,88
126,127,2,7/6/2007 0:00:00,,89
119,128,1,7/6/2007 0:00:00,4/11/2014 7:41:05,90
128,129,2,7/6/2007 0:00:00,,91
119,130,1,7/6/2007 0:00:00,4/11/2014 7:41:05,92
119,131,1,7/6/2007 0:00:00,2/27/2009 12:52:04,93
132,133,1,7/6/2007 0:00:00,5/17/2013 11:02:27,94
134,135,1,7/6/2007 0:00:00,4/11/2014 7:41:06,95
136,137,1,7/6/2007 0:00:00,4/8/2011 12:59:29,96
138,139,1,7/6/2007 0:00:00,4/8/2011 12:59:29,97
140,141,1,7/6/2007 0:00:00,4/8/2011 12:59:29,98
142,143,1,7/6/2007 0:00:00,7/20/2011 14:09:31,99
143,144,2,7/6/2007 0:00:00,,100
142,145,1,7/6/2007 0:00:00,7/20/2011 14:09:31,101
145,146,2,7/6/2007 0:00:00,4/23/2008 15:20:11,102
142,147,1,7/6/2007 0:00:00,7/20/2011 14:09:31,103
147,148,2,7/6/2007 0:00:00,4/23/2008 15:20:11,104
142,149,1,7/6/2007 0:00:00,7/20/2011 14:09:31,105
149,150,2,7/6/2007 0:00:00,,106
142,151,1,7/6/2007 0:00:00,7/20/2011 14:09:31,107
142,152,1,7/6/2007 0:00:00,7/20/2011 14:09:31,108
153,154,1,7/6/2007 0:00:00,7/20/2011 14:09:31,109
155,156,1,7/6/2007 0:00:00,7/20/2011 14:09:31,110
157,158,1,7/6/2007 0:00:00,7/20/2011 14:09:31,111
159,160,1,7/6/2007 0:00:00,7/20/2011 14:09:31,112
161,162,1,7/6/2007 0:00:00,7/20/2011 14:09:31,113
163,164,1,7/6/2007 0:00:00,6/24/2010 11:05:03,114
164,165,2,7/6/2007 0:00:00,,115
163,166,1,7/6/2007 0:00:00,6/24/2010 11:05:03,116
167,168,1,7/6/2007 0:00:00,6/24/2010 11:05:03,117
168,169,2,7/6/2007 0:00:00,,118
167,170,1,7/6/2007 0:00:00,6/24/2010 11:05:03,119
171,172,1,7/6/2007 0:00:00,6/24/2010 11:05:03,120
173,174,1,7/6/2007 0:00:00,6/24/2010 11:05:03,121
175,176,1,7/6/2007 0:00:00,,122
176,177,2,7/6/2007 0:00:00,,123
175,178,1,7/6/2007 0:00:00,,124
178,179,2,7/6/2007 0:00:00,,125
175,180,1,7/6/2007 0:00:00,,126
180,181,2,7/6/2007 0:00:00,,127
175,182,1,7/6/2007 0:00:00,,128
182,183,2,7/6/2007 0:00:00,,129
175,184,1,7/6/2007 0:00:00,,130
184,185,2,7/6/2007 0:00:00,,131
175,186,1,7/6/2007 0:00:00,,132
186,187,2,7/6/2007 0:00:00,,133
175,188,1,7/6/2007 0:00:00,,134
175,189,1,7/6/2007 0:00:00,,135
190,191,1,7/6/2007 0:00:00,,136
192,193,1,7/6/2007 0:00:00,11/25/2011 9:06:13,137
194,195,1,7/6/2007 0:00:00,,138
196,197,1,7/6/2007 0:00:00,,139
196,198,1,7/6/2007 0:00:00,,140
199,200,1,7/6/2007 0:00:00,,141
201,202,1,7/6/2007 0:00:00,,142
203,204,1,7/6/2007 0:00:00,6/24/2010 11:05:03,143
204,205,2,7/6/2007 0:00:00,,144
203,206,1,7/6/2007 0:00:00,6/24/2010 11:05:03,145
207,208,1,7/6/2007 0:00:00,6/24/2010 11:05:03,146
209,210,1,7/6/2007 0:00:00,6/24/2010 11:05:03,147
211,212,1,7/6/2007 0:00:00,,148
213,214,1,7/6/2007 0:00:00,6/24/2010 11:05:03,149
215,216,1,7/6/2007 0:00:00,6/8/2011 7:27:21,150
216,217,2,7/6/2007 0:00:00,,151
215,218,1,7/6/2007 0:00:00,6/8/2011 7:27:21,152
218,219,2,7/6/2007 0:00:00,,153
215,220,1,7/6/2007 0:00:00,6/8/2011 7:27:21,154
220,221,2,7/6/2007 0:00:00,,155
215,222,1,7/6/2007 0:00:00,6/8/2011 7:27:21,156
222,223,2,7/6/2007 0:00:00,,157
215,224,1,7/6/2007 0:00:00,6/8/2011 7:27:21,158
224,225,2,7/6/2007 0:00:00,,159
215,226,1,7/6/2007 0:00:00,6/8/2011 7:27:21,160
215,227,1,7/6/2007 0:00:00,6/8/2011 7:27:21,161
228,229,1,7/6/2007 0:00:00,6/8/2011 7:27:21,162
230,231,1,7/6/2007 0:00:00,6/8/2011 7:27:21,163
232,233,1,7/6/2007 0:00:00,4/7/2010 14:54:00,164
234,235,1,7/6/2007 0:00:00,5/5/2011 12:24:48,165
236,237,1,7/6/2007 0:00:00,5/5/2011 12:24:48,166
238,239,1,7/6/2007 0:00:00,4/30/2009 11:56:13,167
240,241,1,7/6/2007 0:00:00,2/13/2009 7:24:02,168
242,243,1,7/6/2007 0:00:00,4/30/2009 11:56:13,169
244,245,1,7/6/2007 0:00:00,,170
246,247,1,7/6/2007 0:00:00,,171
248,249,1,7/6/2007 0:00:00,2/13/2009 7:24:02,172
250,251,1,7/6/2007 0:00:00,,173
252,253,1,7/6/2007 0:00:00,2/13/2009 7:24:02,174
254,255,1,7/6/2007 0:00:00,,175
256,257,1,7/6/2007 0:00:00,,176
258,259,1,7/6/2007 0:00:00,2/13/2009 7:24:02,177
260,261,1,7/6/2007 0:00:00,2/13/2009 7:24:02,178
262,263,1,7/6/2007 0:00:00,2/13/2009 7:24:02,179
264,265,1,7/6/2007 0:00:00,2/13/2009 7:24:02,180
266,267,1,7/6/2007 0:00:00,2/13/2009 7:24:02,181
268,269,1,7/6/2007 0:00:00,,182
270,271,1,7/6/2007 0:00:00,2/13/2009 7:24:02,183
272,273,1,7/6/2007 0:00:00,,184
274,275,1,7/6/2007 0:00:00,,185
275,276,2,7/6/2007 0:00:00,,186
274,277,1,7/6/2007 0:00:00,,187
277,278,2,7/6/2007 0:00:00,,188
274,279,1,7/6/2007 0:00:00,,189
279,280,2,7/6/2007 0:00:00,,190
274,281,1,7/6/2007 0:00:00,,191
281,282,2,7/6/2007 0:00:00,,192
274,283,1,7/6/2007 0:00:00,,193
283,284,2,7/6/2007 0:00:00,,194
274,285,1,7/6/2007 0:00:00,,195
285,286,2,7/6/2007 0:00:00,,196
274,287,1,7/6/2007 0:00:00,,197
274,288,1,7/6/2007 0:00:00,,198
289,290,1,7/6/2007 0:00:00,,199
291,292,1,7/6/2007 0:00:00,,200
293,294,1,7/6/2007 0:00:00,2/13/2009 7:24:02,201
295,296,1,7/6/2007 0:00:00,,202
297,298,1,7/6/2007 0:00:00,,203
299,300,1,7/6/2007 0:00:00,7/3/2008 10:02:58,204
301,302,1,7/6/2007 0:00:00,,205
303,304,1,7/6/2007 0:00:00,2/13/2009 7:24:02,206
305,306,1,7/6/2007 0:00:00,2/13/2009 7:24:02,207
307,308,1,7/6/2007 0:00:00,2/13/2009 7:24:02,208
309,310,1,7/6/2007 0:00:00,2/13/2009 7:24:02,209
311,312,1,7/6/2007 0:00:00,2/13/2009 7:24:02,210
313,314,1,7/6/2007 0:00:00,,211
315,316,1,7/6/2007 0:00:00,,212
317,318,1,7/6/2007 0:00:00,,213
319,320,1,7/6/2007 0:00:00,,214
321,322,1,7/6/2007 0:00:00,,215
321,324,1,7/6/2007 0:00:00,,217
324,325,2,7/6/2007 0:00:00,,218
326,327,1,7/6/2007 0:00:00,,219
330,331,1,7/6/2007 0:00:00,7/3/2008 10:02:58,222
332,333,1,7/6/2007 0:00:00,7/3/2008 10:02:58,223
334,335,1,7/6/2007 0:00:00,,224
336,337,1,7/6/2007 0:00:00,,225
338,339,1,7/6/2007 0:00:00,,226
340,341,1,7/6/2007 0:00:00,,227
342,343,1,7/6/2007 0:00:00,,228
344,345,1,7/6/2007 0:00:00,,229
346,347,1,7/6/2007 0:00:00,11/25/2011 9:06:13,230
348,349,1,7/6/2007 0:00:00,,231
350,351,1,7/6/2007 0:00:00,11/30/2011 11:29:51,232
352,353,1,7/6/2007 0:00:00,11/25/2011 9:02:29,233
354,355,1,7/6/2007 0:00:00,6/6/2014 13:50:41,234
355,356,2,7/6/2007 0:00:00,,235
354,357,1,7/6/2007 0:00:00,6/6/2014 13:50:41,236
357,358,2,7/6/2007 0:00:00,,237
354,359,1,7/6/2007 0:00:00,6/6/2014 13:50:41,238
359,360,2,7/6/2007 0:00:00,,239
354,361,1,7/6/2007 0:00:00,6/6/2014 13:50:41,240
362,363,1,7/6/2007 0:00:00,6/6/2014 13:50:41,241
363,364,2,7/6/2007 0:00:00,,242
362,365,1,7/6/2007 0:00:00,6/6/2014 13:50:41,243
365,366,2,7/6/2007 0:00:00,,244
362,367,1,7/6/2007 0:00:00,6/6/2014 13:50:41,245
368,369,1,7/6/2007 0:00:00,2/13/2009 7:24:02,246
370,371,1,7/6/2007 0:00:00,2/13/2009 7:24:02,247
372,373,1,7/6/2007 0:00:00,2/13/2009 7:24:02,248
374,375,1,7/6/2007 0:00:00,6/6/2014 13:50:41,249
376,377,1,7/6/2007 0:00:00,6/6/2014 13:50:41,250
378,379,1,7/6/2007 0:00:00,2/13/2009 7:24:02,251
380,381,1,7/6/2007 0:00:00,,252
382,383,1,7/6/2007 0:00:00,2/13/2009 7:24:02,253
384,385,1,7/6/2007 0:00:00,5/17/2011 7:12:08,254
385,386,2,7/6/2007 0:00:00,,255
384,387,1,7/6/2007 0:00:00,5/17/2011 7:12:08,256
384,388,1,7/6/2007 0:00:00,5/17/2011 7:12:08,257
388,389,2,7/6/2007 0:00:00,,258
384,390,1,7/6/2007 0:00:00,5/17/2011 7:12:08,259
390,391,2,7/6/2007 0:00:00,,260
384,392,1,7/6/2007 0:00:00,5/17/2011 7:12:08,261
392,393,2,7/6/2007 0:00:00,,262
384,394,1,7/6/2007 0:00:00,5/17/2011 7:12:08,263
394,395,2,7/6/2007 0:00:00,,264
400,401,1,7/6/2007 0:00:00,5/17/2011 7:12:08,269
402,403,1,7/6/2007 0:00:00,10/17/2012 7:56:00,270
404,405,1,7/6/2007 0:00:00,,271
406,407,1,7/6/2007 0:00:00,2/13/2009 7:24:02,272
408,409,1,7/6/2007 0:00:00,,273
410,411,1,7/6/2007 0:00:00,5/17/2011 7:12:08,274
411,412,2,7/6/2007 0:00:00,,275
413,414,1,7/6/2007 0:00:00,5/17/2011 7:12:08,276
414,415,2,7/6/2007 0:00:00,,277
416,417,1,7/6/2007 0:00:00,,278
418,419,1,7/6/2007 0:00:00,,279
420,421,1,7/6/2007 0:00:00,10/17/2012 7:56:00,280
421,422,2,7/6/2007 0:00:00,,281
420,423,1,7/6/2007 0:00:00,10/17/2012 7:56:00,282
423,424,2,7/6/2007 0:00:00,,283
420,425,1,7/6/2007 0:00:00,10/17/2012 7:56:00,284
420,426,1,7/6/2007 0:00:00,10/17/2012 7:56:00,285
427,428,1,7/6/2007 0:00:00,,286
429,430,1,7/6/2007 0:00:00,,287
431,432,1,7/6/2007 0:00:00,,288
433,434,1,7/6/2007 0:00:00,10/17/2012 7:56:00,289
435,436,1,7/6/2007 0:00:00,7/21/2010 10:14:50,290
436,437,2,7/6/2007 0:00:00,,291
435,438,1,7/6/2007 0:00:00,7/21/2010 10:14:50,292
438,439,2,7/6/2007 0:00:00,,293
435,440,1,7/6/2007 0:00:00,7/21/2010 10:14:50,294
440,441,2,7/6/2007 0:00:00,5/26/2011 14:37:32,295
435,442,1,7/6/2007 0:00:00,7/21/2010 10:14:50,296
442,443,2,7/6/2007 0:00:00,,297
435,444,1,7/6/2007 0:00:00,7/21/2010 10:14:50,298
444,445,2,7/6/2007 0:00:00,,299
435,446,1,7/6/2007 0:00:00,7/21/2010 10:14:50,300
446,447,2,7/6/2007 0:00:00,,301
435,448,1,7/6/2007 0:00:00,7/21/2010 10:14:50,302
435,449,1,7/6/2007 0:00:00,7/21/2010 10:14:50,303
450,451,1,7/6/2007 0:00:00,6/23/2011 7:18:05,304
451,452,2,7/6/2007 0:00:00,5/26/2011 14:37:32,305
450,453,1,7/6/2007 0:00:00,6/23/2011 7:18:05,306
450,454,1,7/6/2007 0:00:00,6/23/2011 7:18:05,307
455,456,1,7/6/2007 0:00:00,,308
457,458,1,7/6/2007 0:00:00,,309
459,460,1,7/6/2007 0:00:00,5/14/2011 8:57:52,310
461,462,1,7/6/2007 0:00:00,,311
462,463,2,7/6/2007 0:00:00,,312
461,464,1,7/6/2007 0:00:00,,313
461,465,1,7/6/2007 0:00:00,,314
465,466,2,7/6/2007 0:00:00,,315
461,467,1,7/6/2007 0:00:00,,316
467,468,2,7/6/2007 0:00:00,,317
461,469,1,7/6/2007 0:00:00,,318
469,470,2,7/6/2007 0:00:00,,319
461,471,1,7/6/2007 0:00:00,,320
471,472,2,7/6/2007 0:00:00,,321
461,473,1,7/6/2007 0:00:00,,322
473,474,2,7/6/2007 0:00:00,,323
461,475,1,7/6/2007 0:00:00,,324
475,476,2,7/6/2007 0:00:00,,325
477,478,1,7/6/2007 0:00:00,,326
481,482,1,7/6/2007 0:00:00,,329
486,487,1,7/6/2007 0:00:00,,333
488,489,1,7/6/2007 0:00:00,,334
490,491,1,7/6/2007 0:00:00,,335
491,492,2,7/6/2007 0:00:00,,336
493,494,1,7/6/2007 0:00:00,,337
495,496,1,7/6/2007 0:00:00,,338
497,498,1,7/6/2007 0:00:00,9/27/2010 14:38:28,339
499,500,1,7/6/2007 0:00:00,,340
500,501,2,7/6/2007 0:00:00,,341
502,505,1,7/6/2007 0:00:00,,344
505,506,2,7/6/2007 0:00:00,,345
508,509,1,7/6/2007 0:00:00,,347
509,510,2,7/6/2007 0:00:00,,348
508,511,1,7/6/2007 0:00:00,,349
511,512,2,7/6/2007 0:00:00,,350
508,513,1,7/6/2007 0:00:00,,351
513,514,2,7/6/2007 0:00:00,,352
508,515,1,7/6/2007 0:00:00,,353
515,516,2,7/6/2007 0:00:00,,354
508,517,1,7/6/2007 0:00:00,,355
518,519,1,7/6/2007 0:00:00,,356
519,520,2,7/6/2007 0:00:00,,357
518,521,1,7/6/2007 0:00:00,,358
522,523,1,7/6/2007 0:00:00,,359
523,524,2,7/6/2007 0:00:00,,360
522,525,1,7/6/2007 0:00:00,,361
526,527,1,7/6/2007 0:00:00,,362
527,528,2,7/6/2007 0:00:00,,363
526,529,1,7/6/2007 0:00:00,,364
529,530,2,7/6/2007 0:00:00,,365
526,531,1,7/6/2007 0:00:00,,366
531,532,2,7/6/2007 0:00:00,,367
526,533,1,7/6/2007 0:00:00,,368
533,534,2,7/6/2007 0:00:00,,369
526,535,1,7/6/2007 0:00:00,,370
535,536,2,7/6/2007 0:00:00,,371
526,537,1,7/6/2007 0:00:00,,372
537,538,2,7/6/2007 0:00:00,,373
526,539,1,7/6/2007 0:00:00,,374
539,540,2,7/6/2007 0:00:00,,375
526,541,1,7/6/2007 0:00:00,,376
542,543,1,7/6/2007 0:00:00,,377
543,544,2,7/6/2007 0:00:00,,378
545,546,1,7/6/2007 0:00:00,,379
546,547,2,7/6/2007 0:00:00,,380
545,548,1,7/6/2007 0:00:00,,381
548,549,2,7/6/2007 0:00:00,,382
545,550,1,7/6/2007 0:00:00,,383
545,551,1,7/6/2007 0:00:00,,384
552,553,1,7/6/2007 0:00:00,,385
554,555,1,7/6/2007 0:00:00,8/25/2008 13:40:09,386
555,556,2,7/6/2007 0:00:00,,387
554,557,1,7/6/2007 0:00:00,8/25/2008 13:40:09,388
557,558,2,7/6/2007 0:00:00,6/15/2009 14:13:55,389
554,559,1,7/6/2007 0:00:00,8/25/2008 13:40:09,390
560,561,1,7/6/2007 0:00:00,9/27/2013 11:25:28,391
561,562,2,7/6/2007 0:00:00,9/27/2013 11:25:28,392
560,563,1,7/6/2007 0:00:00,9/27/2013 11:25:28,393
564,565,1,7/6/2007 0:00:00,,394
566,567,1,7/6/2007 0:00:00,,395
567,568,2,7/6/2007 0:00:00,,396
566,569,1,7/6/2007 0:00:00,,397
569,570,2,7/6/2007 0:00:00,,398
566,571,1,7/6/2007 0:00:00,,399
571,572,2,7/6/2007 0:00:00,,400
566,573,1,7/6/2007 0:00:00,,401
573,574,2,7/6/2007 0:00:00,,402
566,575,1,7/6/2007 0:00:00,,403
575,576,2,7/6/2007 0:00:00,,404
566,577,1,7/6/2007 0:00:00,,405
566,578,1,7/6/2007 0:00:00,,406
579,580,1,7/6/2007 0:00:00,11/24/2008 7:20:35,407
580,581,2,7/6/2007 0:00:00,,408
579,582,1,7/6/2007 0:00:00,11/24/2008 7:20:35,409
583,584,1,7/6/2007 0:00:00,11/24/2008 7:20:35,410
584,585,2,7/6/2007 0:00:00,6/16/2008 8:37:00,411
583,586,1,7/6/2007 0:00:00,11/24/2008 7:20:35,412
586,587,2,7/6/2007 0:00:00,4/8/2009 13:48:34,413
583,588,1,7/6/2007 0:00:00,11/24/2008 7:20:35,414
589,590,1,7/6/2007 0:00:00,,415
591,592,1,7/6/2007 0:00:00,,416
591,593,1,7/6/2007 0:00:00,,417
593,594,2,7/6/2007 0:00:00,,418
591,596,1,7/6/2007 0:00:00,,420
596,597,2,7/6/2007 0:00:00,,421
600,601,1,7/6/2007 0:00:00,,424
602,603,1,7/6/2007 0:00:00,,425
604,605,1,7/6/2007 0:00:00,,426
606,607,1,7/6/2007 0:00:00,,427
606,610,1,7/6/2007 0:00:00,,430
610,611,2,7/6/2007 0:00:00,,431
612,613,1,7/6/2007 0:00:00,,432
614,615,1,7/6/2007 0:00:00,,433
615,616,2,7/6/2007 0:00:00,,434
614,617,1,7/6/2007 0:00:00,,435
618,619,1,7/6/2007 0:00:00,,436
620,621,1,7/6/2007 0:00:00,10/17/2012 7:45:24,437
622,623,1,7/6/2007 0:00:00,,438
624,625,1,7/6/2007 0:00:00,,439
625,626,2,7/6/2007 0:00:00,,440
624,627,1,7/6/2007 0:00:00,,441
624,628,1,7/6/2007 0:00:00,,442
628,629,2,7/6/2007 0:00:00,,443
630,631,1,7/6/2007 0:00:00,,444
630,632,1,7/6/2007 0:00:00,,445
632,633,2,7/6/2007 0:00:00,,446
630,634,1,7/6/2007 0:00:00,,447
634,635,2,7/6/2007 0:00:00,,448
638,639,1,7/6/2007 0:00:00,11/4/2013 8:41:34,451
639,640,2,7/6/2007 0:00:00,,452
638,641,1,7/6/2007 0:00:00,11/4/2013 8:41:34,453
641,642,2,7/6/2007 0:00:00,,454
638,643,1,7/6/2007 0:00:00,11/4/2013 8:41:34,455
643,644,2,7/6/2007 0:00:00,,456
638,645,1,7/6/2007 0:00:00,11/4/2013 8:41:34,457
638,646,1,7/6/2007 0:00:00,11/4/2013 8:41:34,458
647,648,1,7/6/2007 0:00:00,11/4/2013 8:41:34,459
648,649,2,7/6/2007 0:00:00,,460
647,650,1,7/6/2007 0:00:00,11/4/2013 8:41:34,461
647,651,1,7/6/2007 0:00:00,11/4/2013 8:41:34,462
652,653,1,7/6/2007 0:00:00,,463
654,655,1,7/6/2007 0:00:00,,464
656,657,1,7/6/2007 0:00:00,,465
658,659,1,7/6/2007 0:00:00,,466
659,660,2,7/6/2007 0:00:00,,467
658,661,1,7/6/2007 0:00:00,,468
662,663,1,7/6/2007 0:00:00,,469
664,665,1,7/6/2007 0:00:00,,470
665,666,2,7/6/2007 0:00:00,,471
664,667,1,7/6/2007 0:00:00,,472
668,669,1,7/6/2007 0:00:00,,473
670,671,1,7/6/2007 0:00:00,,474
672,673,1,7/6/2007 0:00:00,,475
674,675,1,7/6/2007 0:00:00,,476
676,677,1,7/6/2007 0:00:00,,477
678,679,1,7/6/2007 0:00:00,,478
680,681,1,7/6/2007 0:00:00,,479
682,683,1,7/6/2007 0:00:00,,480
684,685,1,7/6/2007 0:00:00,,481
686,687,1,7/6/2007 0:00:00,,482
688,689,1,7/6/2007 0:00:00,,483
689,690,2,7/6/2007 0:00:00,,484
688,691,1,7/6/2007 0:00:00,,485
692,693,1,7/6/2007 0:00:00,,486
693,694,2,7/6/2007 0:00:00,,487
692,695,1,7/6/2007 0:00:00,,488
695,696,2,7/6/2007 0:00:00,,489
692,697,1,7/6/2007 0:00:00,,490
698,699,1,7/6/2007 0:00:00,,491
700,701,1,7/6/2007 0:00:00,,492
701,702,2,7/6/2007 0:00:00,,493
700,703,1,7/6/2007 0:00:00,,494
704,705,1,7/6/2007 0:00:00,,495
705,706,2,7/6/2007 0:00:00,,496
704,707,1,7/6/2007 0:00:00,,497
707,708,2,7/6/2007 0:00:00,,498
704,709,1,7/6/2007 0:00:00,,499
710,711,1,7/6/2007 0:00:00,,500
712,713,1,7/6/2007 0:00:00,,501
713,714,2,7/6/2007 0:00:00,,502
712,715,1,7/6/2007 0:00:00,,503
712,716,1,7/6/2007 0:00:00,,504
717,718,1,7/6/2007 0:00:00,,505
718,719,2,7/6/2007 0:00:00,,506
717,720,1,7/6/2007 0:00:00,,507
721,723,1,7/6/2007 0:00:00,,509
726,727,1,7/6/2007 0:00:00,,512
726,728,1,7/6/2007 0:00:00,,513
726,729,1,7/6/2007 0:00:00,,514
729,730,2,7/6/2007 0:00:00,,515
726,731,1,7/6/2007 0:00:00,,516
731,732,2,7/6/2007 0:00:00,,517
733,734,1,7/6/2007 0:00:00,11/27/2013 13:02:54,518
734,735,2,7/6/2007 0:00:00,,519
733,736,1,7/6/2007 0:00:00,11/27/2013 13:02:54,520
736,737,2,7/6/2007 0:00:00,12/26/2013 13:29:02,521
733,738,1,7/6/2007 0:00:00,11/27/2013 13:02:54,522
733,739,1,7/6/2007 0:00:00,11/27/2013 13:02:54,523
740,741,1,7/6/2007 0:00:00,,524
741,742,2,7/6/2007 0:00:00,,525
740,743,1,7/6/2007 0:00:00,,526
744,745,1,7/6/2007 0:00:00,,527
746,747,1,7/6/2007 0:00:00,,528
747,748,2,7/6/2007 0:00:00,,529
746,749,1,7/6/2007 0:00:00,,530
746,750,1,7/6/2007 0:00:00,,531
751,752,1,7/6/2007 0:00:00,,532
752,753,2,7/6/2007 0:00:00,,533
751,754,1,7/6/2007 0:00:00,,534
755,756,1,7/6/2007 0:00:00,,535
757,758,1,7/6/2007 0:00:00,6/6/2011 7:04:44,536
758,759,2,7/6/2007 0:00:00,12/9/2013 10:44:17,537
757,760,1,7/6/2007 0:00:00,6/6/2011 7:04:44,538
757,761,1,7/6/2007 0:00:00,6/6/2011 7:04:44,539
757,762,1,7/6/2007 0:00:00,6/6/2011 7:04:44,540
762,763,2,7/6/2007 0:00:00,12/9/2013 10:44:17,541
757,764,1,7/6/2007 0:00:00,6/6/2011 7:04:44,542
764,765,2,7/6/2007 0:00:00,12/9/2013 10:44:17,543
757,766,1,7/6/2007 0:00:00,6/6/2011 7:04:44,544
766,767,2,7/6/2007 0:00:00,12/9/2013 10:44:17,545
757,768,1,7/6/2007 0:00:00,6/6/2011 7:04:44,546
768,769,2,7/6/2007 0:00:00,12/9/2013 10:44:17,547
770,771,1,7/6/2007 0:00:00,,548
770,772,1,7/6/2007 0:00:00,,549
772,773,2,7/6/2007 0:00:00,,550
770,774,1,7/6/2007 0:00:00,,551
774,775,2,7/6/2007 0:00:00,,552
770,776,1,7/6/2007 0:00:00,,553
776,777,2,7/6/2007 0:00:00,,554
770,778,1,7/6/2007 0:00:00,,555
