168,1,360,40.00,,,1,
170,2,161,822.00,,,1,
172,1,111,4476.00,,,1,
174,1,322,352.00,,,1,
176,1,360,77.00,,,1,
178,2,360,34.00,,,1,
180,3,360,63.00,,,1,
182,4,360,10.00,,,1,
184,5,360,20.00,,,1,
186,6,360,22.00,,,1,
188,9,370,500.00,,,1,
189,10,133,132.00,,,1,
191,1,133,1375.00,,,1,
193,1,133,44.00,,,1,
195,1,111,4613.00,,,1,
197,3,161,211.00,,,1,
198,4,322,159.00,,,1,
200,1,172,269.00,,,1,
202,2,111,9024.00,,,1,
204,1,360,53.00,,,1,
206,2,370,486.00,,,1,
208,1,133,1532.00,,,1,
210,1,111,5309.00,,,1,
212,1,111,1817.00,,,1,
214,1,111,1446.00,,,1,
216,1,360,74.00,,,1,
218,2,360,37.00,,,1,
220,3,360,29.00,,,1,
222,4,360,18.00,,,1,
224,5,360,5.00,,,1,
226,6,370,500.00,,,1,
227,7,133,1022.00,,,1,
229,1,133,949.00,,,1,
231,1,111,10226.00,,,1,
233,1,111,68.00,,,1,
235,1,322,731.00,,,1,
237,1,322,69.00,,,1,
239,1,111,4917.00,,,1,
241,1,111,105.00,,,1,
243,1,111,836.00,,,1,
245,1,111,92.00,,,1,
247,1,162,445.00,,,1,
249,1,162,988.00,,,1,
251,1,162,110.00,,,1,
253,1,162,36.00,,,1,
255,1,162,122.00,,,1,
257,1,111,1580.00,,,1,
259,1,111,335.00,,,1,
261,1,111,267.00,,,1,
263,1,111,5637.00,,,1,
265,1,111,45.00,,,1,
267,1,111,125.00,,,1,
269,1,111,10.00,,,1,
271,1,111,1171.00,,,1,
273,1,111,927.00,,,1,
275,1,360,58.00,,,1,
277,2,360,37.00,,,1,
279,3,360,30.00,,,1,
281,4,360,9.00,,,1,
283,5,360,17.00,,,1,
285,6,360,6.00,,,1,
287,7,370,500.00,,,1,
288,8,133,508.00,,,1,
290,1,133,331.00,,,1,
292,1,111,4208.00,,,1,
294,1,111,17.00,,,1,
296,1,111,2138.00,,,1,
298,1,111,2862.00,,,1,
300,1,111,758.00,,,1,
302,1,111,292.00,,,1,
304,1,111,1426.00,,,1,
306,1,111,230.00,,,1,
308,1,111,31.00,,,1,
310,1,111,5754.00,,,1,
312,1,111,577.00,,,1,
314,1,111,2278.00,,,1,
316,1,111,2052.00,,,1,
318,1,111,337.00,,,1,
320,1,111,5.00,,,1,
322,2,111,592.00,,,1,
324,1,360,27.00,,,1,
327,2,111,67.00,,,1,
331,1,111,93.00,,,1,
333,1,111,118.00,,,1,
335,1,111,315.00,,,1,
337,1,111,330.00,,,1,
339,1,111,238.00,,,1,
341,1,111,862.00,,,1,
343,1,111,3.00,,,1,
345,1,133,1471.00,,,1,
347,1,133,1422.00,,,1,
349,1,133,2.00,,,1,
351,1,111,2385.00,,,1,
353,1,111,387.00,,,1,
355,1,360,52.00,,,1,
357,2,360,37.00,,,1,
359,3,360,132.00,,,1,
361,5,133,3172.00,,,1,
363,1,360,12.00,,,1,
365,2,360,6.00,,,1,
367,3,133,257.00,,,1,
369,1,111,280.00,,,1,
371,1,111,5255.00,,,1,
373,1,111,1127.00,,,1,
375,1,111,528.00,,,1,
377,1,111,32.00,,,1,
379,1,111,636.00,,,1,
381,1,152,20.00,,,1,
383,1,152,380.00,,,1,
385,1,360,84.00,,,1,
387,8,133,973.00,,,1,
388,2,360,50.00,,,1,
390,3,360,67.00,,,1,
392,4,360,128.00,,,1,
394,5,360,8.00,,,1,
401,1,133,378.00,,,1,
403,1,133,851.00,,,1,
405,1,133,406.00,,,1,
407,1,133,468.00,,,1,
409,1,133,129.00,,,1,
411,1,360,40.00,,,1,
414,1,360,56.00,,,1,
417,1,111,154.00,,,1,
419,1,111,289.00,,,1,
421,1,360,302.00,,,1,
423,2,360,321.00,,,1,
425,3,370,500.00,,,1,
426,4,299,2734.00,,,1,
428,1,111,1737.00,,,1,
430,1,111,59.00,,,1,
432,1,111,2.00,,,1,
434,1,370,46.00,,,1,
436,1,360,129.00,,,1,
438,2,360,55.00,,,1,
440,3,360,25.00,,,1,
442,4,360,8.00,,,1,
444,5,360,10.00,,,1,
446,6,360,38.00,,,1,
448,7,370,500.00,,,1,
449,8,133,427.00,,,1,
451,1,360,16.00,,,1,
453,2,111,5428.00,,,1,
454,3,172,136.00,,,1,
456,1,111,7886.00,,,1,
458,1,111,1409.00,,,1,
460,1,152,694.00,,,1,
462,1,360,5303.00,,,1,
464,8,299,23040.00,,,1,
465,2,360,427.00,,,1,
467,3,360,394.00,,,1,
469,4,360,326.00,,,1,
471,5,360,37.00,,,1,
473,6,360,23.00,,,1,
475,7,360,849.00,,,1,
478,2,161,565.00,,,1,
482,2,111,2724.00,,,1,
487,1,111,2384.00,,,1,
489,1,111,2604.00,,,1,
491,1,360,1148.00,,,1,
494,1,111,3002.00,,,1,
496,1,111,274.00,,,1,
498,1,212,942.00,,,1,
500,1,360,67.00,,,1,
505,1,360,230.00,,,1,
509,1,360,64.00,,,1,
511,2,360,38.00,,,1,
513,3,360,43.00,,,1,
515,4,360,6.00,,,1,
517,5,161,793.00,,,1,
519,1,360,28.00,,,1,
521,2,370,271.00,,,1,
523,1,360,100.00,,,1,
525,2,161,2812.00,,,1,
527,1,360,804.00,,,1,
529,2,360,343.00,,,1,
531,3,360,222.00,,,1,
533,4,360,53.00,,,1,
535,5,360,12.00,,,1,
537,6,360,9.00,,,1,
539,7,360,7.00,,,1,
541,8,299,3927.00,,,1,
543,1,360,625.00,,,1,
546,1,360,886.00,,,1,
548,2,360,5.00,,,1,
550,3,370,500.00,,,1,
551,4,161,1892.00,,,1,
553,1,161,157.00,,,1,
555,1,360,30.00,,,1,
557,2,360,80.00,,,1,
559,3,161,1370.00,,,1,
561,1,360,222.00,,,1,
563,2,161,531.00,,,1,
565,1,111,222.00,,,1,
567,1,360,338.00,,,1,
569,2,360,8.00,,,1,
571,3,360,30.00,,,1,
573,4,360,122.00,,,1,
575,5,360,189.00,,,1,
577,6,370,500.00,,,1,
578,7,299,876.00,,,1,
580,1,360,90.00,,,1,
582,2,360,51.00,,,1,
584,1,360,36.00,,,1,
586,2,360,4.00,,,1,
588,3,133,456.00,,,1,
590,1,370,2.00,,,1,
592,4,370,402.00,,,1,
593,1,360,153.00,,,1,
596,3,360,7.00,,,1,
601,1,133,23.00,,,1,
603,1,111,578.00,,,1,
605,1,111,117.00,,,1,
607,3,370,349.00,,,1,
610,1,360,29.00,,,1,
613,1,111,137.00,,,1,
615,1,360,483.00,,,1,
617,2,380,670.00,,,1,
619,1,133,99.00,,,1,
621,1,111,618.00,,,1,
623,1,111,6.00,,,1,
625,1,360,180.00,,,1,
627,3,370,352.00,,,1,
628,2,360,50.00,,,1,
631,4,370,490.00,,,1,
632,1,360,60.00,,,1,
634,2,360,31.00,,,1,
639,1,360,75.00,,,1,
641,2,360,12.00,,,1,
643,3,360,3.00,,,1,
645,4,370,500.00,,,1,
646,5,161,71.00,,,1,
648,1,360,22.00,,,1,
650,2,370,500.00,,,1,
651,3,161,117.00,,,1,
653,1,111,930.00,,,1,
655,1,111,84.00,,,1,
657,1,111,87.00,,,1,
659,1,360,300.00,,,1,
661,2,370,330.00,,,1,
663,1,111,58.00,,,1,
665,1,360,70.00,,,1,
667,2,370,265.00,,,1,
669,1,111,72.00,,,1,
671,1,111,72.00,,,1,
673,1,111,309.00,,,1,
675,1,111,64.00,,,1,
677,1,132,88.00,,,1,
679,1,132,86.00,,,1,
681,1,132,71.00,,,1,
683,1,132,260.00,,,1,
685,1,380,162.00,,,1,
687,1,132,49.00,,,1,
689,1,360,96.00,,,1,
691,2,370,398.00,,,1,
693,1,360,101.00,,,1,
695,2,360,21.00,,,1,
697,3,370,431.00,,,1,
699,1,143,559.00,,,1,
701,1,360,99.00,,,1,
703,2,370,454.00,,,1,
705,1,360,87.00,,,1,
707,2,360,22.00,,,1,
709,3,370,397.00,,,1,
711,1,132,759.00,,,1,
713,1,360,195.00,,,1,
715,2,370,500.00,,,1,
716,3,111,95.00,,,1,
718,1,360,9.00,,,1,
720,2,111,225.00,,,1,
723,2,111,639.00,,,1,
727,3,370,500.00,,,1,
728,4,111,195.00,,,1,
729,2,360,22.00,,,1,
731,1,360,48.00,,,1,
734,1,360,48.00,,,1,
736,2,360,38.00,,,1,
738,3,370,500.00,,,1,
739,4,111,315.00,,,1,
741,1,360,35.00,,,1,
743,2,370,282.00,,,1,
745,1,111,514.00,,,1,
747,1,360,81.00,,,1,
749,2,370,500.00,,,1,
750,3,132,149.00,,,1,
752,1,360,69.00,,,1,
754,2,370,450.00,,,1,
756,1,133,951.00,,,1,
758,1,360,56.00,,,1,
760,6,370,500.00,,,1,
761,7,111,421.00,,,1,
762,2,360,39.00,,,1,
764,3,360,9.00,,,1,
766,4,360,4.00,,,1,
768,5,360,9.00,,,1,
771,7,299,1573.00,,,1,
772,1,360,30.00,,,1,
774,2,360,92.00,,,1,
776,3,360,32.00,,,1,
778,4,360,39.00,,,1,
780,5,360,103.00,,,1,
785,1,162,467.00,,,1,
796,1,360,220.00,,,1,
799,1,299,35.00,,,1,
801,1,360,101.00,,,1,
803,2,370,54.00,,,1,
805,1,360,878.00,,,1,
807,2,360,43.00,,,1,
809,3,360,151.00,,,1,
813,5,360,302.00,,,1,
815,6,360,231.00,,,1,
819,4,360,67.00,,,1,
821,7,370,2202.00,,,1,
823,1,360,72.00,,,1,
825,2,370,469.00,,,1,
827,1,360,15.00,,,1,
829,2,360,19.00,,,1,
831,3,370,415.00,,,1,
833,1,360,478.00,,,1,
835,2,360,365.00,,,1,
837,3,360,328.00,,,1,
839,4,360,213.00,,,1,
841,5,360,205.00,,,1,
843,6,360,145.00,,,1,
845,8,299,3228.00,,,1,
847,1,360,77.00,,,1,
849,2,360,14.00,,,1,
851,3,370,204.00,,,1,
853,1,360,30.00,,,1,
855,2,370,204.00,,,1,
857,1,360,104.00,,,1,
861,3,360,8.00,,,1,
863,4,360,14.00,,,1,
865,5,370,500.00,,,1,
866,6,161,1010.00,,,1,
868,1,360,28.00,,,1,
870,4,370,500.00,,,1,
871,5,161,88.00,,,1,
872,2,360,20.00,,,1,
874,3,360,80.00,,,1,
877,1,114,1312.00,,,1,
879,2,112,436.00,,,1,
883,1,112,362.00,,,1,
885,1,132,374.00,,,1,
887,1,161,405.00,,,1,
889,1,132,165.00,,,1,
891,1,132,109.00,,,1,
893,1,132,95.00,,,1,
895,1,161,85.00,,,1,
897,1,161,64.00,,,1,
899,1,161,55.00,,,1,
901,1,161,13.00,,,1,
903,1,112,134.00,,,1,
905,1,112,293.00,,,1,
907,1,360,191.00,,,1,
910,1,360,54.00,,,1,
913,1,360,117.00,,,1,
915,2,360,17.00,,,1,
917,3,370,500.00,,,1,
918,4,161,1.00,,,1,
920,1,113,600.00,,,1,
922,1,113,322.00,,,1,
924,1,113,480.00,,,1,
926,1,113,395.00,,,1,
928,1,113,623.00,,,1,
930,1,113,47.00,,,1,
932,1,113,17.00,,,1,
934,1,360,249.00,,,1,
937,1,360,60.00,,,1,
940,2,113,534.00,,,1,
941,1,360,10.00,,,1,
944,3,370,500.00,,,1,
945,1,360,183.00,,,1,
947,4,113,289.00,,,1,
951,1,360,36.00,,,1,
953,2,370,500.00,,,1,
954,3,133,39.00,,,1,
956,1,360,73.00,,,1,
958,2,360,11.00,,,1,
960,3,370,500.00,,,1,
961,4,133,205.00,,,1,
963,1,114,2034.00,,,1,
965,1,114,48.00,,,1,
967,1,360,383.00,,,1,
970,1,134,1667.00,,,1,
972,1,133,458.00,,,1,
974,1,113,688.00,,,1,
976,1,113,639.00,,,1,
978,1,360,40.00,,,1,
980,2,360,26.00,,,1,
982,3,370,500.00,,,1,
983,4,133,119.00,,,1,
988,1,360,34.00,,,1,
990,2,162,444.00,,,1,
992,1,360,85.00,,,1,
994,3,370,336.00,,,1,
996,1,360,112.00,,,1,
998,2,370,168.00,,,1,
1000,1,360,75.00,,,1,
1002,2,360,38.00,,,1,
1004,3,360,10.00,,,1,
1006,4,370,386.00,,,1,
1008,1,133,509.00,,,1,
1010,1,360,107.00,,,1,
1013,1,360,31.00,,,1,
1015,2,360,6.00,,,1,
1017,3,133,738.00,,,1,
1019,1,360,399.00,,,1,
1022,1,360,21.00,,,1,
1025,1,208,198.00,,,1,
1027,1,208,176.00,,,1,
1029,1,208,175.00,,,1,
1031,1,208,272.00,,,1,
1033,1,360,44.00,,,1,
1036,3,301,31672.00,,,1,
1038,1,370,87.00,,,1,
1040,1,370,386.00,,,1,
1042,1,370,500.00,,,1,
1043,2,299,1612.00,,,1,
1045,1,370,31.00,,,1,
1047,1,360,721.00,,,1,
1050,1,360,56.00,,,1,
1052,2,360,8.00,,,1,
1054,3,360,13.00,,,1,
1056,4,370,500.00,,,1,
1057,5,133,28.00,,,1,
1059,1,133,635.00,,,1,
1061,1,133,435.00,,,1,
1063,1,380,55.00,,,1,
1065,1,133,95.00,,,1,
1067,1,360,65.00,,,1,
1069,2,360,50.00,,,1,
1071,3,360,199.00,,,1,
1073,4,360,131.00,,,1,
1075,6,370,1053.00,,,1,
1080,1,360,100.00,,,1,
1082,2,380,360.00,,,1,
1084,1,380,178.00,,,1,
1086,1,360,101.00,,,1,
1088,2,370,377.00,,,1,
1090,1,360,82.00,,,1,
1092,2,360,34.00,,,1,
1094,3,114,501.00,,,1,
1096,1,360,710.00,,,1,
1099,1,360,81.00,,,1,
1101,2,360,24.00,,,1,
1103,3,370,472.00,,,1,
1105,1,360,41.00,,,1,
1107,2,133,231.00,,,1,
1109,1,360,374.00,,,1,
1112,1,360,378.00,,,1,
1115,1,360,375.00,,,1,
1118,1,360,381.00,,,1,
1121,1,360,381.00,,,1,
1124,1,360,375.00,,,1,
1127,1,360,384.00,,,1,
1130,1,360,674.00,,,1,
1132,2,370,61.00,,,1,
1134,1,360,684.00,,,1,
1136,2,370,36.00,,,1,
1138,1,360,731.00,,,1,
1140,2,370,38.00,,,1,
1142,1,133,765.00,,,1,
1144,1,133,856.00,,,1,
1146,1,133,14.00,,,1,
1148,1,173,770.00,,,1,
1150,1,173,6.00,,,1,
1152,1,114,1213.00,,,1,
1154,1,173,190.00,,,1,
1156,1,173,190.00,,,1,
1158,1,154,686.00,,,1,
1160,1,154,178.00,,,1,
1162,1,154,1471.00,,,1,
1164,1,154,1005.00,,,1,
1166,1,360,73.00,,,1,
1168,2,370,435.00,,,1,
1170,1,360,37.00,,,1,
1172,2,370,500.00,,,1,
1173,3,133,182.00,,,1,
1175,1,133,633.00,,,1,
1177,1,114,1626.00,,,1,
1179,1,173,872.00,,,1,
1181,1,133,151.00,,,1,
1183,1,133,228.00,,,1,
1185,1,360,518.00,,,1,
1188,1,360,75.00,,,1,
1191,1,360,279.00,,,1,
1194,1,360,65.00,,,1,
1196,2,370,500.00,,,1,
1197,3,133,391.00,,,1,
1199,1,133,407.00,,,1,
1201,1,360,66.00,,,1,
1203,2,360,46.00,,,1,
1205,3,370,500.00,,,1,
1206,4,133,305.00,,,1,
1208,1,133,1034.00,,,1,
1210,1,360,84.00,,,1,
1212,2,360,83.00,,,1,
1214,3,370,500.00,,,1,
1215,4,133,269.00,,,1,
1217,1,360,65.00,,,1,
1219,2,370,500.00,,,1,
1220,3,299,38.00,,,1,
1222,1,143,298.00,,,1,
1224,1,360,62.00,,,1,
1226,2,360,10.00,,,1,
1228,3,370,498.00,,,1,
1230,1,133,12.00,,,1,
1232,1,360,123.00,,,1,
1234,2,370,446.00,,,1,
1236,1,360,358.00,,,1,
1239,1,360,393.00,,,1,
1242,1,360,697.00,,,1,
1245,1,360,737.00,,,1,
1247,2,370,65.00,,,1,
1249,1,154,263.00,,,1,
1251,1,154,212.00,,,1,
1253,1,360,362.00,,,1,
1256,1,360,68.00,,,1,
1258,3,370,419.00,,,1,
1262,1,360,98.00,,,1,
1264,2,370,478.00,,,1,
1266,1,360,383.00,,,1,
1269,4,370,309.00,,,1,
1270,2,360,8.00,,,1,
1272,3,360,16.00,,,1,
1274,1,360,13.00,,,1,
1277,1,133,46.00,,,1,
1279,1,360,61.00,,,1,
1281,2,360,21.00,,,1,
1283,3,360,7.00,,,1,
1285,4,360,17.00,,,1,
1287,5,370,500.00,,,1,
1288,6,133,48.00,,,1,
1290,1,360,112.00,,,1,
1292,2,370,438.00,,,1,
1294,2,370,450.00,,,1,
1295,1,360,124.00,,,1,
1298,1,114,8.00,,,1,
1300,1,360,19.00,,,1,
1302,2,114,350.00,,,1,
1304,1,360,145.00,,,1,
1306,2,370,404.00,,,1,
1308,1,360,399.00,,,1,
1311,2,133,103.00,,,1,
1312,1,360,58.00,,,1,
1315,1,133,22.00,,,1,
1317,1,360,5.00,,,1,
1320,1,360,9.00,,,1,
1323,1,360,116.00,,,1,
1325,2,360,41.00,,,1,
1327,3,370,374.00,,,1,
1329,1,163,12.00,,,1,
1331,1,360,279.00,,,1,
1333,2,370,273.00,,,1,
1335,1,153,80.00,,,1,
1337,1,163,9.00,,,1,
1339,1,153,4.00,,,1,
1341,1,360,116.00,,,1,
1343,2,370,500.00,,,1,
1344,3,133,90.00,,,1,
1346,1,133,18.00,,,1,
1348,1,133,10.00,,,1,
1350,1,360,20.00,,,1,
1352,2,360,11.00,,,1,
1354,3,360,6.00,,,1,
1356,4,370,199.00,,,1,
1358,1,360,45.00,,,1,
1360,2,370,213.00,,,1,
1362,1,360,112.00,,,1,
1364,2,360,42.00,,,1,
1366,3,370,428.00,,,1,
1368,1,360,91.00,,,1,
1370,2,360,21.00,,,1,
1372,3,370,480.00,,,1,
1374,1,163,1.00,,,1,
1376,1,370,16.00,,,1,
1378,1,370,172.00,,,1,
1380,3,370,218.00,,,1,
1381,1,360,33.00,,,1,
1383,2,360,21.00,,,1,
1386,2,370,64.00,,,1,
1390,1,162,304.00,,,1,
1392,2,162,131.00,,,1,
1396,2,370,366.00,,,1,
1397,1,360,54.00,,,1,
1400,4,370,417.00,,,1,
1401,1,360,18.00,,,1,
1405,3,360,24.00,,,1,
1408,1,360,71.00,,,1,
1410,2,370,255.00,,,1,
1412,1,360,25.00,,,1,
1414,2,370,203.00,,,1,
1416,1,153,320.00,,,1,
1418,1,153,1.00,,,1,
1420,1,153,83.00,,,1,
1422,1,153,2.00,,,1,
1424,1,153,210.00,,,1,
1426,1,153,510.00,,,1,
1428,1,153,488.00,,,1,
1430,1,360,195.00,,,1,
1432,2,370,461.00,,,1,
1434,1,114,592.00,,,1,
1436,1,133,227.00,,,1,
1438,1,133,316.00,,,1,
1440,1,360,53.00,,,1,
1442,2,133,375.00,,,1,
1444,1,114,616.00,,,1,
1446,1,114,78.00,,,1,
1448,1,133,319.00,,,1,
1450,1,133,351.00,,,1,
1452,1,114,312.00,,,1,
1454,1,114,353.00,,,1,
1456,1,114,272.00,,,1,
1458,1,114,256.00,,,1,
1460,1,360,129.00,,,1,
1462,2,360,43.00,,,1,
1464,3,380,429.00,,,1,
1466,1,360,256.00,,,1,
1468,2,370,300.00,,,1,
1470,1,114,379.00,,,1,
1472,2,114,245.00,,,1,
1474,1,380,345.00,,,1,
1476,1,113,645.00,,,1,
1478,1,113,19.00,,,1,
1480,1,360,125.00,,,1,
1482,2,380,398.00,,,1,
1484,1,380,324.00,,,1,
1486,1,113,376.00,,,1,
1488,2,113,265.00,,,1,
1492,1,380,309.00,,,1,
1494,2,380,102.00,,,1,
1495,1,360,175.00,,,1,
1498,1,112,124.00,,,1,
1500,1,112,85.00,,,1,
1502,1,380,117.00,,,1,
1504,1,380,67.00,,,1,
1506,3,112,144.00,,,1,
1510,1,112,24.00,,,1,
1512,1,112,32.00,,,1,
1514,2,380,30.00,,,1,
1518,1,360,167.00,,,1,
1520,2,370,213.00,,,1,
1522,1,162,44.00,,,1,
1524,1,208,34.00,,,1,
1526,1,208,25.00,,,1,
1528,1,208,13.00,,,1,
1530,1,360,113.00,,,1,
1532,2,370,470.00,,,1,
1534,1,112,339.00,,,1,
1536,1,112,43.00,,,1,
1538,1,112,276.00,,,1,
1540,1,112,226.00,,,1,
1542,1,112,178.00,,,1,
1544,1,112,1.00,,,1,
1546,1,360,84.00,,,1,
1548,2,370,449.00,,,1,
1550,1,112,442.00,,,1,
1552,1,112,240.00,,,1,
1554,1,112,3.00,,,1,
1556,1,360,79.00,,,1,
1558,2,370,218.00,,,1,
1560,1,133,199.00,,,1,
1562,1,114,390.00,,,1,
1564,1,114,5.00,,,1,
1566,1,114,33.00,,,1,
1568,1,114,489.00,,,1,
1570,1,153,576.00,,,1,
1572,1,380,545.00,,,1,
1574,1,114,583.00,,,1,
1576,1,360,126.00,,,1,
1578,2,370,500.00,,,1,
1579,3,153,97.00,,,1,
1581,1,153,53.00,,,1,
1583,1,380,584.00,,,1,
1585,1,153,639.00,,,1,
1587,1,153,606.00,,,1,
1589,1,380,548.00,,,1,
1591,1,380,506.00,,,1,
1593,1,153,125.00,,,1,
1595,1,153,9.00,,,1,
1597,1,153,473.00,,,1,
1599,1,153,7.00,,,1,
1601,1,153,217.00,,,1,
1603,1,153,359.00,,,1,
1605,1,360,96.00,,,1,
1607,2,360,47.00,,,1,
1609,3,370,500.00,,,1,
1610,4,380,111.00,,,1,
1612,1,113,102.00,,,1,
1614,1,153,250.00,,,1,
1616,1,360,128.00,,,1,
1618,2,370,432.00,,,1,
1620,1,360,224.00,,,1,
1622,2,370,477.00,,,1,
1624,1,113,106.00,,,1,
1626,1,113,28.00,,,1,
1628,1,360,365.00,,,1,
1634,2,370,244.00,,,1,
1639,1,153,5.00,,,1,
1641,1,360,253.00,,,1,
1643,2,360,82.00,,,1,
1645,3,370,500.00,,,1,
1646,4,162,10.00,,,1,
1648,1,360,67.00,,,1,
1650,2,360,26.00,,,1,
1652,3,370,276.00,,,1,
1654,7,162,1264.00,,,1,
1655,2,360,121.00,,,1,
1657,3,360,83.00,,,1,
1659,4,360,77.00,,,1,
1661,5,360,42.00,,,1,
1663,6,360,8.00,,,1,
1665,1,360,146.00,,,1,
1668,2,162,98.00,,,1,
1672,1,360,186.00,,,1,
1674,2,370,141.00,,,1,
1676,3,370,243.00,,,1,
1677,1,360,72.00,,,1,
1682,1,360,5.00,,,1,
1684,2,360,6.00,,,1,
1686,3,133,543.00,,,1,
1688,1,153,274.00,,,1,
1690,1,360,302.00,,,1,
1692,7,162,997.00,,,1,
1693,2,360,108.00,,,1,
1695,3,360,44.00,,,1,
1697,4,360,60.00,,,1,
1701,6,360,30.00,,,1,
1704,2,162,303.00,,,1,
1705,1,360,178.00,,,1,
1708,1,360,225.00,,,1,
1710,2,360,214.00,,,1,
1712,3,360,307.00,,,1,
1714,5,370,500.00,,,1,
1715,6,161,609.00,,,1,
1717,1,161,27.00,,,1,
1719,1,161,344.00,,,1,
1721,1,370,36.00,,,1,
1723,1,380,1128.00,,,1,
1725,1,161,37.00,,,1,
1727,1,161,504.00,,,1,
1729,1,161,20.00,,,1,
1731,1,132,425.00,,,1,
1733,1,132,6.00,,,1,
1735,1,360,31.00,,,1,
1737,2,360,17.00,,,1,
1739,3,370,500.00,,,1,
1740,4,132,563.00,,,1,
1742,1,132,7.00,,,1,
1744,1,360,90.00,,,1,
1746,2,360,37.00,,,1,
1748,3,360,46.00,,,1,
1750,4,360,33.00,,,1,
1752,5,360,62.00,,,1,
1754,6,370,500.00,,,1,
1755,7,132,329.00,,,1,
1757,1,132,191.00,,,1,
1759,1,360,62.00,,,1,
1761,2,370,500.00,,,1,
1762,3,132,426.00,,,1,
1764,1,132,174.00,,,1,
1766,1,360,95.00,,,1,
1768,2,360,55.00,,,1,
1770,3,360,47.00,,,1,
1772,4,360,12.00,,,1,
1774,5,360,5.00,,,1,
1776,6,370,500.00,,,1,
1777,7,132,487.00,,,1,
1779,1,132,195.00,,,1,
1781,1,360,86.00,,,1,
1783,2,360,21.00,,,1,
1785,3,360,16.00,,,1,
1787,4,360,8.00,,,1,
1789,5,370,500.00,,,1,
1790,6,132,278.00,,,1,
1792,1,360,82.00,,,1,
1794,2,370,500.00,,,1,
1795,3,132,135.00,,,1,
1797,1,132,10.00,,,1,
1799,1,111,359.00,,,1,
1801,1,111,373.00,,,1,
1803,1,111,210.00,,,1,
1805,1,111,182.00,,,1,
1807,1,162,168.00,,,1,
1809,1,162,10.00,,,1,
1811,1,162,1.00,,,1,
1813,1,360,134.00,,,1,
1815,2,360,14.00,,,1,
1817,3,360,219.00,,,1,
1823,4,370,500.00,,,1,
1824,5,132,193.00,,,1,
1826,1,132,239.00,,,1,
1828,1,360,95.00,,,1,
1830,2,360,43.00,,,1,
1832,3,360,68.00,,,1,
1834,4,370,391.00,,,1,
1836,1,370,111.00,,,1,
1838,1,360,14.00,,,1,
1840,2,132,324.00,,,1,
1842,1,360,82.00,,,1,
1844,2,370,196.00,,,1,
1846,1,132,101.00,,,1,
1848,1,360,76.00,,,1,
1850,2,370,165.00,,,1,
1852,1,360,11.00,,,1,
1854,2,360,113.00,,,1,
1856,3,132,568.00,,,1,
1858,1,132,125.00,,,1,
1860,1,152,2127.00,,,1,
1862,1,360,143.00,,,1,
1865,1,152,341.00,,,1,
1867,1,133,736.00,,,1,
1869,1,133,536.00,,,1,
1871,1,111,3433.00,,,1,
